uid,region,cluster,band,weeknum,Cell_Avaiability,Attach_Setup_Success_Rate,RRC_Setup_Success_Rate,eRAB_Setup_Success_Rate_nGBR,VoLTE_Setup_Success_Rate_GBR,Call_Drop_Rate_eRAB_nGBR,VoLTE_Call_Drop_Rate_eRAB_GBR,HOSR_Intra_Frequency,HOSR_Inter_Frequency,X2_Handover_Out_Success_Rate,X2_Handover_In_Success_Rate,S1_Handover_Out_Success_Rate,S1_Handover_In_Success_Rate,DL_BLER,UL_BLER
NORTHERN-IPOH3-2.3G-24Week 37,NORTHERN,IPOH3,2.3G,24Week 37,99.9032,99.9039502,99.9246,99.9716,99.897,0.5971,0.1246,100.1959,99.7493,99.4794,99.5751,8.1633,,0.314,0.1522
NORTHERN-TW MENGLEMBU-2.3G-24Week 37,NORTHERN,TW MENGLEMBU,2.3G,24Week 37,97.5796,99.89906773,99.924,99.9695,99.9254,0.8728,0.2975,99.5421,99.6927,99.2875,99.6657,96.4706,,0.3352,0.1457
NORTHERN-IPOH2-2.3G-24Week 37,NORTHERN,IPOH2,2.3G,24Week 37,99.9499,99.84901891,99.9292,99.9144,99.8698,0.7406,0.1592,99.9934,98.6326,99.7905,99.686,85.7143,,0.2653,0.1343
NORTHERN-TW TASEK-2.3G-24Week 37,NORTHERN,TW TASEK,2.3G,24Week 37,99.9945,99.86453494,99.8959,99.9572,99.8713,0.6441,0.1851,100.9193,99.7961,99.5285,99.6197,98.6999,100,0.295,0.1652
NORTHERN-RD CHEMOR - K. KANGSAR-2.3G-24Week 37,NORTHERN,RD CHEMOR - K. KANGSAR,2.3G,24Week 37,99.928,99.89158286,99.9139,99.9702,99.5832,0.8164,0.2305,99.6044,99.7905,99.4293,99.5955,96.9697,,0.2743,0.1332
NORTHERN-TW KAMPAR-2.3G-24Week 37,NORTHERN,TW KAMPAR,2.3G,24Week 37,99.9845,99.84304369,99.876,99.9523,99.9474,0.4832,0.159,99.4917,99.7586,99.4381,100.5149,20.4082,,0.3739,0.1829
NORTHERN-HW GURUN - ALOR SETAR-2.3G-24Week 37,NORTHERN,HW GURUN - ALOR SETAR,2.3G,24Week 37,99.9984,99.85986959,99.8967,99.9523,99.8622,0.8786,0.6621,100.1404,99.5349,100.1964,99.546,98.4908,99.0187,0.2367,0.1702
NORTHERN-RD SIMPANG EMPAT KEDAH-2.3G-24Week 37,NORTHERN,RD SIMPANG EMPAT KEDAH,2.3G,24Week 37,99.9684,99.89737621,99.9247,99.9704,99.8936,0.6261,0.4763,100.1106,99.5489,100.0526,99.4516,97.6125,98.7555,0.2406,0.1492
NORTHERN-RD ALOR SETAR - KUALA PERLIS-2.3G-24Week 37,NORTHERN,RD ALOR SETAR - KUALA PERLIS,2.3G,24Week 37,99.9086,99.75542521,99.8067,99.9381,99.9209,0.9305,1.3755,99.9409,99.3596,99.3462,99.95,100.1896,98.6802,0.2571,0.2258
NORTHERN-TW ALOR SETAR-2.3G-24Week 37,NORTHERN,TW ALOR SETAR,2.3G,24Week 37,98.7687,99.87163565,99.9036,99.9566,99.8592,0.3904,0.1359,99.4291,99.6572,99.481,99.6198,98.7628,98.9529,0.2774,0.1589
NORTHERN-HW ALOR SETAR - BKT. KAYU HITAM-2.3G-24Week 37,NORTHERN,HW ALOR SETAR - BKT. KAYU HITAM,2.3G,24Week 37,99.8774,99.51149459,99.6241,99.8799,99.9115,0.8792,0.2607,100.125,99.5939,98.9965,99.399,97.1989,99.053,0.4051,0.2969
NORTHERN-RD YAN-KOTA SARANG SEMUT-2.3G-24Week 37,NORTHERN,RD YAN-KOTA SARANG SEMUT,2.3G,24Week 37,99.6951,99.71115893,99.8644,99.9642,99.8546,0.8469,0.3032,98.7742,99.3933,100.0261,101.3145,95.4958,98.7285,0.2015,0.1729
NORTHERN-KARANGAN-KUALA KETIL-2.3G-24Week 37,NORTHERN,KARANGAN-KUALA KETIL,2.3G,24Week 37,96.1209,99.69829804,99.7916,99.942,99.9632,1.7974,1.1358,99.1596,99.5315,98.8406,98.9283,97.7079,98.1904,0.3487,0.2621
NORTHERN-HW KEPALA BATAS - GURUN-2.3G-24Week 37,NORTHERN,HW KEPALA BATAS - GURUN,2.3G,24Week 37,99.9977,99.78813139,99.8641,99.9156,99.8403,0.716,0.371,100.0333,99.7742,99.4538,99.6333,100.4113,99.3335,0.2591,0.1436
NORTHERN-AYER HANGAT (LANGKAWI)-2.3G-24Week 37,NORTHERN,AYER HANGAT (LANGKAWI),2.3G,24Week 37,100,99.87066637,99.8904,99.9765,100,1.6592,0.2688,99.5455,99.9195,99.0455,99.3163,98.8558,98.9111,0.3484,0.2158
NORTHERN-TW KUAH-2.3G-24Week 37,NORTHERN,TW KUAH,2.3G,24Week 37,99.9622,99.82001861,99.8556,99.9502,100,0.6643,0.0993,99.3902,99.7531,99.3247,99.4661,69.4444,100,0.2506,0.1878
NORTHERN-PANTAI CENANG - AIRPORT (LANGKAWI)-2.3G-24Week 37,NORTHERN,PANTAI CENANG - AIRPORT (LANGKAWI),2.3G,24Week 37,99.9685,99.86689573,99.9001,99.9653,100,0.7447,0.2368,99.1609,99.6792,99.2116,99.3605,98.819,99.424,0.3604,0.1546
NORTHERN-TW JITRA-2.3G-24Week 37,NORTHERN,TW JITRA,2.3G,24Week 37,99.8686,99.85790753,99.9016,99.9481,99.8733,0.2928,0.1266,100.5227,100.0438,98.8412,99.6107,98.533,99.1289,0.2281,0.1101
NORTHERN-TW SG. PETANI 1-2.3G-24Week 37,NORTHERN,TW SG. PETANI 1,2.3G,24Week 37,99.9631,99.8594519,99.8867,99.9649,99.9447,0.6281,0.2285,98.9827,99.4287,99.4091,99.9643,94.155,99.2913,0.3159,0.1523
NORTHERN-TW SG. PETANI 2-2.3G-24Week 37,NORTHERN,TW SG. PETANI 2,2.3G,24Week 37,99.9969,99.8548432,99.8897,99.9564,99.8917,0.6338,0.3044,99.9745,100.1444,100.4368,100.5296,104.041,98.9967,0.2512,0.1676
NORTHERN-TW SG. PETANI 3-2.3G-24Week 37,NORTHERN,TW SG. PETANI 3,2.3G,24Week 37,99.9455,99.80355808,99.8622,99.9425,99.8451,0.8651,0.1747,99.3945,99.7744,99.3828,99.5218,100.3351,100.6703,0.2985,0.1476
NORTHERN-KULIM-LUNAS-2.3G-24Week 37,NORTHERN,KULIM-LUNAS,2.3G,24Week 37,99.6734,99.82629327,99.8696,99.9481,99.9152,0.9909,0.5482,99.9855,99.6853,99.9024,99.485,99.4686,99.2087,0.3056,0.1876
NORTHERN-TW ARAU-2.3G-24Week 37,NORTHERN,TW ARAU,2.3G,24Week 37,99.9905,99.88104091,99.9189,99.9405,99.8488,0.5669,0.25,99.5737,97.5381,98.9698,99.5074,100.3691,100.2217,0.1723,0.1291
NORTHERN-TW KANGAR-KUALA PERLIS-2.3G-24Week 37,NORTHERN,TW KANGAR-KUALA PERLIS,2.3G,24Week 37,99.899,99.81148971,99.924,99.9614,99.8755,0.6733,0.2519,99.0781,99.5499,99.0009,99.4783,95.389,97.7141,0.2345,0.1215
NORTHERN-KODIANG-2.3G-24Week 37,NORTHERN,KODIANG,2.3G,24Week 37,99.9986,99.89332015,99.9269,99.7901,100,0.8608,0.4842,99.2532,100.325,99.2223,99.4663,100.703,98.6322,0.2307,0.1455
NORTHERN-GUAR CEMPEDAK-2.3G-24Week 37,NORTHERN,GUAR CEMPEDAK,2.3G,24Week 37,99.9998,99.89804255,99.9246,99.9636,100,1.5626,0.1686,99.3506,99.7556,99.1606,99.2821,23.0769,,0.2187,0.142
NORTHERN-PENDANG-2.3G-24Week 37,NORTHERN,PENDANG,2.3G,24Week 37,99.9998,99.82828688,99.8663,99.9544,99.8431,0.8806,0.7723,99.3371,99.1606,99.205,99.448,98.5872,98.8285,0.3094,0.1769
NORTHERN-TW TANJUNG MALIM-2.3G-24Week 37,NORTHERN,TW TANJUNG MALIM,2.3G,24Week 37,100,99.84529775,99.8702,99.9633,99.884,0.9213,0.3319,99.4625,99.1335,99.3918,99.5175,,98.6226,0.4951,0.2561
NORTHERN-USM-2.3G-24Week 37,NORTHERN,USM,2.3G,24Week 37,99.5172,99.69531164,99.7389,99.9044,99.4975,0.6843,0,97.4592,98.2223,98.1851,99.5383,95.622,95.6157,0.2881,0.195
NORTHERN-CAMERON HIGHLAND-2.3G-24Week 37,NORTHERN,CAMERON HIGHLAND,2.3G,24Week 37,100,99.68488649,99.7577,99.8979,100,3.1308,0,99.6579,99.6129,99.7064,99.6771,,,0.6874,0.4566
NORTHERN-RD BIDOR TO TAPAH-2.3G-24Week 37,NORTHERN,RD BIDOR TO TAPAH,2.3G,24Week 37,99.8955,99.82305777,99.8562,99.9563,99.9484,0.8874,0.0886,99.2021,99.7775,100.2813,99.4466,1.8182,100,0.236,0.1624
NORTHERN-UITM TAPAH-2.3G-24Week 37,NORTHERN,UITM TAPAH,2.3G,24Week 37,99.8773,99.83692776,99.8627,99.9747,100,0.7939,0,99.2565,99.8886,98.7915,99.2745,0,,0.3149,0.1418
NORTHERN-BATU GAJAH TO SIMPANG PULAI-2.3G-24Week 37,NORTHERN,BATU GAJAH TO SIMPANG PULAI,2.3G,24Week 37,99.8167,99.82890844,99.8657,99.9542,100,0.774,0.1636,99.2654,99.7052,99.08,99.4544,3.7037,,0.2456,0.1678
NORTHERN-SUNGAI KOB-2.3G-24Week 37,NORTHERN,SUNGAI KOB,2.3G,24Week 37,99.9974,99.83106244,99.8731,99.9497,100,0.9961,0.1387,99.1643,99.7264,98.6379,98.5827,97.5295,98.0998,0.1969,0.161
NORTHERN-NO CLUSTER INFO YET-2.3G-24Week 37,NORTHERN,NO CLUSTER INFO YET,2.3G,24Week 37,100,99.89102338,99.922,99.9623,99.3289,0.5112,0,99.671,99.8489,99.6297,99.7221,,,0.1697,0.1206
NORTHERN-RD BALIK PULAU-2.3G-24Week 37,NORTHERN,RD BALIK PULAU,2.3G,24Week 37,99.9278,99.91120325,99.9458,99.9585,100,0.5527,0.0921,101.2508,100.9595,102.9734,105.1875,100,,0.3332,0.1767
NORTHERN-RD KEPALA BATAS - TASEK GELUGOR-2.3G-24Week 37,NORTHERN,RD KEPALA BATAS - TASEK GELUGOR,2.3G,24Week 37,100,99.69581312,99.7549,99.9198,99.9399,1.0667,0.26,99.2644,99.348,99.1913,99.3489,98.5743,99.1158,0.3824,0.3837
NORTHERN-BALING-2.3G-24Week 37,NORTHERN,BALING,2.3G,24Week 37,100,99.84584243,99.886,99.9498,99.9231,1.0276,0.1866,99.3762,99.723,98.7299,98.941,89.6552,,0.2039,0.174
NORTHERN-RD SIK - BALING-2.3G-24Week 37,NORTHERN,RD SIK - BALING,2.3G,24Week 37,99.7045,99.84769469,99.8752,99.9647,100,1.5758,0.4938,99.5621,99.8628,98.8827,99.1105,33.3333,,0.1958,0.2575
NORTHERN-RD KUPANG - GERIK-2.3G-24Week 37,NORTHERN,RD KUPANG - GERIK,2.3G,24Week 37,94.3099,99.78905186,99.8688,99.9597,100,2.2091,1.4985,97.1481,98.5597,96.0783,98.6371,27.0798,89.8734,0.3359,0.2014
NORTHERN-KUALA NERANG-2.3G-24Week 37,NORTHERN,KUALA NERANG,2.3G,24Week 37,100,99.89359713,99.9238,99.961,99.946,0.8812,0,99.4039,99.7928,98.5029,98.8071,,,0.2343,0.1741
NORTHERN-MAHANG-2.3G-24Week 37,NORTHERN,MAHANG,2.3G,24Week 37,99.9984,99.83963451,99.8602,99.973,100,0.7807,0,99.6584,98.0997,98.9885,99.1373,,,0.231,0.189
NORTHERN-GERIK-2.3G-24Week 37,NORTHERN,GERIK,2.3G,24Week 37,99.995,99.85354743,99.911,99.9651,99.7006,0.9819,0,99.3159,99.1108,98.9918,99.3092,,,0.2204,0.1307
NORTHERN-PENGKALAN HULU-2.3G-24Week 37,NORTHERN,PENGKALAN HULU,2.3G,24Week 37,100,99.915106,99.928,99.9857,100,0.4425,0,99.3622,99.8501,99.2304,99.451,,,0.1231,0.098
NORTHERN-OUTSKIRT TAPAH-2.3G-24Week 37,NORTHERN,OUTSKIRT TAPAH,2.3G,24Week 37,99.948,96.61965361,97.6149,99.0082,,5.956,,97.9058,,100,100,,,4.3382,2.6224
NORTHERN-RD BEHRANG ULU - SLIM RIVER-2.3G-24Week 37,NORTHERN,RD BEHRANG ULU - SLIM RIVER,2.3G,24Week 37,99.5845,99.86818995,99.884,99.978,100,1.2547,0,99.101,99.9124,97.4671,98.1098,0,,0.3971,0.2367
NORTHERN-JENIANG-2.3G-24Week 37,NORTHERN,JENIANG,2.3G,24Week 37,85.089,99.73791865,99.8215,99.9033,100,2.7996,2.093,98.9101,99.0775,97.6833,97.5598,,,0.2592,0.3263
NORTHERN-SIK-2.3G-24Week 37,NORTHERN,SIK,2.3G,24Week 37,99.9596,99.86712319,99.9233,99.9354,99.8155,1.1428,2.0105,99.3121,99.8734,102.2473,99.2185,,,0.1885,0.182
NORTHERN-POKOK SENA-2.3G-24Week 37,NORTHERN,POKOK SENA,2.3G,24Week 37,99.9977,99.90571608,99.9259,99.9702,99.8609,1.0847,0.2584,99.4835,101.5306,101.1752,101.2658,95.9075,95.3125,0.2361,0.1816
NORTHERN-KUALA KURAU-2.3G-24Week 37,NORTHERN,KUALA KURAU,2.3G,24Week 37,99.4894,99.80279465,99.8619,99.9535,99.9774,1.023,0.2462,99.0281,99.5764,103.4823,102.2304,80.137,72.0529,0.2353,0.1665
NORTHERN-KOTA KUALA MUDA-2.3G-24Week 37,NORTHERN,KOTA KUALA MUDA,2.3G,24Week 37,99.9307,91.0497595,91.1035,99.9264,99.8249,1.1387,1.1368,100.8367,99.6065,99.0154,87.5844,93.7345,94.7146,0.2297,0.1712
NORTHERN-PADANG BESAR-KAKI BUKIT-2.3G-24Week 37,NORTHERN,PADANG BESAR-KAKI BUKIT,2.3G,24Week 37,99.9659,99.80430859,99.8415,99.9515,99.9832,1.4051,0.4028,99.183,99.6269,99.0799,100.3848,98.475,98.7679,0.4004,0.219
NORTHERN-ARAU SOUTHERN-2.3G-24Week 37,NORTHERN,ARAU SOUTHERN,2.3G,24Week 37,99.9853,99.86761753,99.8915,99.9673,99.8801,0.6538,0.1132,99.3308,102.0043,101.2069,99.6084,102.4369,97.7346,0.2209,0.1552
NORTHERN-ARAU NORTHERN-2.3G-24Week 37,NORTHERN,ARAU NORTHERN,2.3G,24Week 37,99.9288,99.91816454,99.9391,99.9725,100,0.9712,0,99.0399,99.6838,98.9073,99.3459,97.4778,98.5969,0.2528,0.1316
NORTHERN-PULAU TUBA-2.3G-24Week 37,NORTHERN,PULAU TUBA,2.3G,24Week 37,99.9852,99.96455604,99.9709,99.9938,100,0.3952,1.1628,99.604,99.3789,99.2718,98.9559,,,0.1314,0.094
NORTHERN-OUTSKIRT KODIANG-2.3G-24Week 37,NORTHERN,OUTSKIRT KODIANG,2.3G,24Week 37,99.9472,99.91310586,99.9428,99.9759,99.9035,0.6963,0.3264,99.2316,99.5089,99.3026,99.4997,98.4622,98.455,0.2756,0.1304
NORTHERN-KUALA KEDAH-2.3G-24Week 37,NORTHERN,KUALA KEDAH,2.3G,24Week 37,99.9776,99.90444227,99.9278,99.97,99.9345,0.54,0.4922,100.5062,99.6446,99.3469,99.6364,98.761,98.8056,0.1615,0.1248
NORTHERN-UUM-2.3G-24Week 37,NORTHERN,UUM,2.3G,24Week 37,99.5863,99.92611588,99.937,99.9892,100,0.819,0,99.4393,99.7046,94.5578,96.5517,,,0.5701,0.3486
NORTHERN-SUNGAI TIANG-2.3G-24Week 37,NORTHERN,SUNGAI TIANG,2.3G,24Week 37,99.9996,99.26413633,99.3164,99.9399,99.9605,1.7877,1.9447,99.2048,102.2968,98.9811,101.6282,84.2105,100,0.1942,0.1334
NORTHERN-RD PEDU - NAKA-2.3G-24Week 37,NORTHERN,RD PEDU - NAKA,2.3G,24Week 37,92.185,83.55023754,83.5752,99.9614,99.9583,1.8183,2.269,92.0945,99.8783,95.4585,94.8724,,,0.1977,0.1512
NORTHERN-MERBOK-2.3G-24Week 37,NORTHERN,MERBOK,2.3G,24Week 37,99.92,99.86166293,99.8813,99.9719,99.9254,0.975,0.938,99.8512,99.6801,99.7997,99.2271,96.2441,95.9306,0.2646,0.1613
NORTHERN-BUKIT SELAMBAU-2.3G-24Week 37,NORTHERN,BUKIT SELAMBAU,2.3G,24Week 37,99.9632,99.79358371,99.8734,99.9567,100,2.7347,1.6488,98.8602,99.682,95.3838,96.9894,100,,0.4258,0.275
NORTHERN-SERDANG KEDAH-2.3G-24Week 37,NORTHERN,SERDANG KEDAH,2.3G,24Week 37,100,99.90831113,99.9316,99.9664,100,1.1461,0.5785,98.8827,99.2589,98.7221,99.0483,96.6777,98.0198,0.2498,0.1697
NORTHERN-RANTAU PANJANG PERAK-2.3G-24Week 37,NORTHERN,RANTAU PANJANG PERAK,2.3G,24Week 37,99.7552,99.76058004,99.8329,99.9393,100,1.5648,0,98.9812,99.8715,98.5238,98.5829,4.7619,,0.2643,0.297
NORTHERN-PENAGA-2.3G-24Week 37,NORTHERN,PENAGA,2.3G,24Week 37,99.7542,99.74842037,99.8095,99.9258,99.9165,1.0377,0.5437,98.6183,99.4092,98.6018,99.4968,98.5329,98.1146,0.3167,0.2539
NORTHERN-TELUK KUMBAR-2.3G-24Week 37,NORTHERN,TELUK KUMBAR,2.3G,24Week 37,100,99.93192449,99.9447,99.9859,100,0.404,0.1649,99.2479,99.887,98.8155,99.5557,99.6154,,0.2681,0.1373
NORTHERN-SELAMA-2.3G-24Week 37,NORTHERN,SELAMA,2.3G,24Week 37,99.1799,99.84756978,99.8831,99.9498,100,1.5092,0.2789,99.4162,99.5681,97.8547,96.8932,99.6198,98.8281,0.2153,0.1833
NORTHERN-BATU KURAU-2.3G-24Week 37,NORTHERN,BATU KURAU,2.3G,24Week 37,97.6946,99.67802022,99.7453,99.9395,100,1.2872,0,99.5203,99.961,98.5852,98.5294,,,0.1317,0.158
NORTHERN-LENGGONG-2.3G-24Week 37,NORTHERN,LENGGONG,2.3G,24Week 37,99.8954,99.65908469,99.7381,99.9061,100,2.209,1.0043,97.0005,99.4626,99.0846,99.4307,,,0.2347,0.1677
NORTHERN-TERONG-2.3G-24Week 37,NORTHERN,TERONG,2.3G,24Week 37,98.9521,99.8622325,99.899,99.9568,100,1.7995,0.3663,98.7529,99.3821,97.0933,98.5792,55.8824,100,0.3289,0.3537
NORTHERN-MANONG-2.3G-24Week 37,NORTHERN,MANONG,2.3G,24Week 37,100,99.95452285,99.9623,99.9837,100,0.7735,0.1949,99.6133,99.9853,98.8679,98.4592,,,0.1689,0.1967
NORTHERN-PANTAI REMIS-2.3G-24Week 37,NORTHERN,PANTAI REMIS,2.3G,24Week 37,99.9866,99.79877872,99.8438,99.9504,100,1.3301,0,99.2277,99.8047,98.7901,98.334,0,,0.2627,0.307
NORTHERN-CHANGKAT KERUING-2.3G-24Week 37,NORTHERN,CHANGKAT KERUING,2.3G,24Week 37,99.9353,99.45793861,99.549,99.9055,98.5915,2.2181,0,98.281,99.7302,97.9366,98.5633,,,0.3353,0.4308
NORTHERN-BERUAS-2.3G-24Week 37,NORTHERN,BERUAS,2.3G,24Week 37,99.9797,99.70598357,99.7882,99.9107,100,2.9801,2.4691,97.7149,99.8716,97.8161,99.0071,,,0.3354,0.414
NORTHERN-PARIT-2.3G-24Week 37,NORTHERN,PARIT,2.3G,24Week 37,99.9965,99.80835662,99.8384,99.9628,100,1.2674,1.0638,99.4599,99.9422,98.5317,98.7888,,,0.4568,0.2685
NORTHERN-LAMBOR-2.3G-24Week 37,NORTHERN,LAMBOR,2.3G,24Week 37,99.9994,99.87548488,99.9064,99.9544,100,1.1591,0.3759,98.9814,99.7373,98.4065,98.6865,,,0.2756,0.2805
NORTHERN-MAMBANG DI AWAN - KG GAJAH-2.3G-24Week 37,NORTHERN,MAMBANG DI AWAN - KG GAJAH,2.3G,24Week 37,99.8472,99.90779908,99.9353,99.9725,100,1.0137,0,99.2887,99.7636,98.883,99.0522,0,,0.2956,0.1817
NORTHERN-CHENDERONG BALAI-2.3G-24Week 37,NORTHERN,CHENDERONG BALAI,2.3G,24Week 37,99.8856,99.73527584,99.8469,99.9283,99.8427,1.3124,0.4663,99.1742,99.5602,98.9558,99.0175,98.3558,2.2727,0.2586,0.1924
NORTHERN-BAGAN DATOH-2.3G-24Week 37,NORTHERN,BAGAN DATOH,2.3G,24Week 37,99.998,99.7910184,99.8423,99.9361,99.9407,0.8581,0.3406,100.8477,99.752,98.8809,98.8561,,92.7911,0.279,0.2666
NORTHERN-RD BIDOR TO TELUK INTAN-2.3G-24Week 37,NORTHERN,RD BIDOR TO TELUK INTAN,2.3G,24Week 37,99.8773,99.55799218,99.6928,99.7978,100,2.1139,0.5525,98.8981,99.668,97.5398,98.448,,,0.1467,0.1904
NORTHERN-LUBUK BANTING-2.3G-24Week 37,NORTHERN,LUBUK BANTING,2.3G,24Week 37,99.9999,99.88141036,99.9168,99.9454,100,1.5634,0,99.8112,98.8024,98.9228,97.7131,50,,0.1638,0.2027
SOUTHERN-KOTA TINGGI-2.3G-24Week 37,SOUTHERN,KOTA TINGGI,2.3G,24Week 37,99.925,99.865908,99.8903,99.9674,99.6525,1.057,0.4281,99.3712,99.8612,102.1109,99.5875,33.3333,,0.2485,0.1496
SOUTHERN-BATU PAHAT-2.3G-24Week 37,SOUTHERN,BATU PAHAT,2.3G,24Week 37,99.3459,96.49175358,96.5318,99.9422,99.7682,0.646,0.0699,97.2345,94.8577,96.883,94.9483,32.1429,,0.2674,0.186
SOUTHERN-ROAD HW-MUAR-2.3G-24Week 37,SOUTHERN,ROAD HW-MUAR,2.3G,24Week 37,99.9852,99.94453596,99.9816,99.9558,99.9195,0.9979,0.1364,99.9546,99.7217,100.1568,99.9551,94.3632,99.3441,0.3043,0.1919
SOUTHERN-TANGKAK-2.3G-24Week 37,SOUTHERN,TANGKAK,2.3G,24Week 37,100,99.89095427,99.9078,99.9752,99.8849,0.7149,0.1046,99.3771,99.9065,99.208,99.5285,,,0.2633,0.1517
SOUTHERN-SEGAMAT-2.3G-24Week 37,SOUTHERN,SEGAMAT,2.3G,24Week 37,100,99.88682527,99.9093,99.9645,99.7555,0.6423,0.1737,100.3357,99.713,99.5601,99.7184,98.7733,99.0863,0.3245,0.1629
SOUTHERN-TEBRAU-2.3G-24Week 37,SOUTHERN,TEBRAU,2.3G,24Week 37,99.9053,99.76543861,99.8101,99.9478,99.758,0.8003,0.4488,99.5164,99.6586,99.6702,99.6708,98.6267,98.8407,0.4055,0.223
SOUTHERN-ULU TIRAM-2.3G-24Week 37,SOUTHERN,ULU TIRAM,2.3G,24Week 37,96.7416,97.13139291,99.016,98.1401,99.8918,0.9124,0.1564,98.2668,99.4812,97.9899,99.6745,98.5716,98.6142,0.4172,0.2024
SOUTHERN-JOHOR BAHRU-2.3G-24Week 37,SOUTHERN,JOHOR BAHRU,2.3G,24Week 37,99.9393,99.65354876,99.7344,99.9038,99.8179,1.3624,0.411,99.5374,99.8605,99.4666,99.6338,98.7458,100.0904,0.4128,0.2725
SOUTHERN-PLENTONG-2.3G-24Week 37,SOUTHERN,PLENTONG,2.3G,24Week 37,99.9505,99.6461021,99.6891,99.9373,99.8726,0.9407,0.2098,99.4873,99.759,99.5443,99.6001,98.5936,100.3659,0.3413,0.2198
SOUTHERN-MASAI & PASIR GUDANG-2.3G-24Week 37,SOUTHERN,MASAI & PASIR GUDANG,2.3G,24Week 37,99.9959,99.6817997,99.7269,99.9421,99.8646,1.0099,0.346,99.7538,99.7775,99.5515,99.6915,98.5285,98.2381,0.3618,0.2181
SOUTHERN-PASIR GUDANG-2.3G-24Week 37,SOUTHERN,PASIR GUDANG,2.3G,24Week 37,99.6698,99.81485247,99.8495,99.9592,99.9855,0.789,0.2117,99.7701,99.7506,99.5282,99.6531,100.5953,99.3363,0.3102,0.1769
SOUTHERN-TAMPOI-2.3G-24Week 37,SOUTHERN,TAMPOI,2.3G,24Week 37,98.924,99.80405465,99.8366,99.9577,99.7534,0.7617,0.1864,99.5669,100.0337,99.718,99.6755,98.6965,100.3045,0.3232,0.1697
SOUTHERN-STULANG LAUT-2.3G-24Week 37,SOUTHERN,STULANG LAUT,2.3G,24Week 37,99.9831,99.4838456,99.5893,99.8925,99.9439,0.8257,0.1456,99.4097,100.0166,99.5031,99.6373,98.4083,102.7193,0.5128,0.2708
SOUTHERN-JOHOR NS HIGHWAY-2.3G-24Week 37,SOUTHERN,JOHOR NS HIGHWAY,2.3G,24Week 37,99.8642,99.64389921,99.7042,99.9252,99.9217,1.4226,0.2232,99.4254,100.3583,99.4494,99.4294,96.6503,109.0618,0.4483,0.3078
SOUTHERN-SENAI-2.3G-24Week 37,SOUTHERN,SENAI,2.3G,24Week 37,99.9563,99.79647007,99.8558,99.9323,99.8933,1.4433,0.4576,99.6373,99.8125,99.5672,99.7048,98.6705,99.0237,0.3807,0.2021
SOUTHERN-KULAI-2.3G-24Week 37,SOUTHERN,KULAI,2.3G,24Week 37,99.9146,99.74534136,99.8023,99.9302,99.9053,1.0185,0.3288,100.2581,99.1206,99.0216,99.5706,98.9311,99.4339,0.3784,0.2456
SOUTHERN-TAMAN GEMBIRA-2.3G-24Week 37,SOUTHERN,TAMAN GEMBIRA,2.3G,24Week 37,100,99.87198763,99.8796,99.9813,99.9579,0.8803,0.0999,99.5874,99.6952,99.5444,99.6766,98.8705,98.3387,0.3328,0.1847
SOUTHERN-PULAI-2.3G-24Week 37,SOUTHERN,PULAI,2.3G,24Week 37,99.9825,99.86212294,99.8864,99.9627,99.9092,0.5888,0.1276,99.9657,99.9227,99.5631,99.6852,98.3823,99.1225,0.3033,0.1648
SOUTHERN-ROAD 1 YONG PENG-SEGAMAT-2.3G-24Week 37,SOUTHERN,ROAD 1 YONG PENG-SEGAMAT,2.3G,24Week 37,99.9193,99.86699026,99.8986,99.957,99.8416,0.943,0.1862,99.2987,99.8139,100.8146,99.1747,97.2986,97.3035,0.3018,0.2654
SOUTHERN-BULUH KASAP & GEMAS-2.3G-24Week 37,SOUTHERN,BULUH KASAP & GEMAS,2.3G,24Week 37,97.1531,99.8587215,99.8985,99.9535,100,1.0608,0.5834,100.7391,99.8273,99.3434,99.4007,98.2839,98.3683,0.2742,0.2215
SOUTHERN-KLUANG-2.3G-24Week 37,SOUTHERN,KLUANG,2.3G,24Week 37,99.8908,99.88371143,99.9083,99.9679,99.8667,0.6526,0.2205,99.5471,99.7426,99.896,99.715,98.9114,99.5907,0.2797,0.1724
SOUTHERN-ROAD 50 HW-KLUANG-2.3G-24Week 37,SOUTHERN,ROAD 50 HW-KLUANG,2.3G,24Week 37,99.8744,99.82546391,99.8584,99.9482,99.6416,1.067,0.7813,101.9022,99.7597,99.3201,99.3794,96.9005,98.4127,0.2047,0.2361
SOUTHERN-ROAD KOTA TINGGI-MERSING-2.3G-24Week 37,SOUTHERN,ROAD KOTA TINGGI-MERSING,2.3G,24Week 37,100,99.74364953,99.7805,99.9477,100,0.7733,0,99.4835,99.3395,99.3211,99.5276,,,0.2052,0.1942
SOUTHERN-ROAD 3 ULU TIRAM-KOTA TINGGI-2.3G-24Week 37,SOUTHERN,ROAD 3 ULU TIRAM-KOTA TINGGI,2.3G,24Week 37,100,99.90885905,99.937,99.9656,99.5261,0.9363,0.2062,98.2441,99.2849,97.4152,101.8862,75.9615,88.2353,0.1856,0.1213
SOUTHERN-DESARU-PENGGERANG-2.3G-24Week 37,SOUTHERN,DESARU-PENGGERANG,2.3G,24Week 37,99.9361,99.7694355,99.8021,99.9574,99.9649,1.46,1.5141,99.3671,100.2488,99.8184,98.7138,7.5601,44.4444,0.2321,0.1838
